Sr. No.,State,Work,Work ID,IDA,Hon'ble Members of Parliament,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ )
57074,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215203,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57075,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215196,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57076,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215206,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57077,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215207,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57078,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215200,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57079,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215201,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57080,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215197,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57081,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215198,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57082,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215199,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57083,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215191,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57084,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215192,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57085,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215193,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57086,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215194,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57087,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/214870,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57088,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/214863,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57089,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/214869,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57090,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/214871,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57091,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/214872,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57092,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215258,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57093,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215263,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57094,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215250,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57095,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215247,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57096,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215219,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57097,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215220,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57098,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215211,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57099,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215255,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57100,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215256,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57101,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215257,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57102,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215212,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57103,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215213,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57104,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215259,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57105,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215205,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57106,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215204,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57107,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215208,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),03-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57108,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/214864,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),04-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57109,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/214865,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),04-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57110,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/214866,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),04-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57111,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/214862,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),04-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57112,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215217,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),04-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57113,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215210,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),04-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57114,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215214,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),04-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57115,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215261,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),04-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57116,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215262,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),04-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57117,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215260,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),04-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57118,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215218,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),04-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57119,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/214879,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),04-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57120,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/214880,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),04-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57121,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/214868,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),04-Sep-25,MAKSUD AHMAD CONTRACTOR,Payment Success,80057
57122,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18404/2024-2025/144132,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),18-Feb-25,MAKSUD AHMAD CONTRACTOR,Payment Success,483471
57123,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18404/2024-2025/144128,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),18-Feb-25,MAKSUD AHMAD CONTRACTOR,Payment Success,46635
57124,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18404/2024-2025/144129,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),18-Feb-25,MAKSUD AHMAD CONTRACTOR,Payment Success,427302
57125,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18404/2024-2025/144130,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),18-Feb-25,MAKSUD AHMAD CONTRACTOR,Payment Success,225234
57126,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18404/2024-2025/144131,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),18-Feb-25,MAKSUD AHMAD CONTRACTOR,Payment Success,427833
57127,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18404/2024-2025/144125,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),18-Feb-25,MAKSUD AHMAD CONTRACTOR,Payment Success,93134
57128,Uttar Pradesh,Construction of bus-sheds or bus-stops,WS/MP18404/2025-2026/251770,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),19-May-26,MAKSUD AHMAD CONTRACTOR,Payment Success,198674
57129,Uttar Pradesh,Construction of bus-sheds or bus-stops,WS/MP18404/2025-2026/251768,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),19-May-26,MAKSUD AHMAD CONTRACTOR,Payment Success,198674
57130,Uttar Pradesh,Construction of bus-sheds or bus-stops,WS/MP18404/2025-2026/251763,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),19-May-26,MAKSUD AHMAD CONTRACTOR,Payment Success,198674
57131,Uttar Pradesh,Construction of bus-sheds or bus-stops,WS/MP18404/2025-2026/251761,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),19-May-26,MAKSUD AHMAD CONTRACTOR,Payment Success,198674
57132,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18404/2024-2025/144128,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),02-Dec-24,MAKSUD AHMAD CONTRACTOR,Payment Success,139955
57133,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18404/2024-2025/144130,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),02-Dec-24,MAKSUD AHMAD CONTRACTOR,Payment Success,676995
57134,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18404/2024-2025/144125,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),02-Dec-24,MAKSUD AHMAD CONTRACTOR,Payment Success,281035
57135,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215195,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),06-Dec-25,MAKSUD AHMAD CONTRACTOR,Payment Success,26793
57136,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/215115,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),06-Dec-25,MAKSUD AHMAD CONTRACTOR,Payment Success,26793
57137,Uttar Pradesh,Construction of bus-sheds or bus-stops,WS/MP18404/2025-2026/251770,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),12-Mar-26,MAKSUD AHMAD CONTRACTOR,Payment Success,587686
57138,Uttar Pradesh,Construction of bus-sheds or bus-stops,WS/MP18404/2025-2026/251768,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),12-Mar-26,MAKSUD AHMAD CONTRACTOR,Payment Success,587686
57139,Uttar Pradesh,Construction of bus-sheds or bus-stops,WS/MP18404/2025-2026/251763,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),12-Mar-26,MAKSUD AHMAD CONTRACTOR,Payment Success,587686
57140,Uttar Pradesh,Construction of bus-sheds or bus-stops,WS/MP18404/2025-2026/251761,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),12-Mar-26,MAKSUD AHMAD CONTRACTOR,Payment Success,587686
57141,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18404/2024-2025/144132,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),19-Dec-24,MAKSUD AHMAD CONTRACTOR,Payment Success,1452418
57142,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18404/2024-2025/144129,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),19-Dec-24,MAKSUD AHMAD CONTRACTOR,Payment Success,1282917
57143,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18404/2024-2025/144131,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),19-Dec-24,MAKSUD AHMAD CONTRACTOR,Payment Success,1285176
57144,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system","WS/	 MP578/2024-2025/156659",BHARUCH(DISTRICT COLLECTOR BROACH_IDA),Mansukhbhai Dhanjibhai Vasava,BHARUCH,21-Jun-25,KANERAV GRAM PANCHAYAT,Payment Success,299300
57145,Chhattisgarh,Construction of community centers and community halls,WS/MP429/2024-2025/151726,KORBA(Collector-Korba),Jyotsna Charandas Mahant,KORBA,26-Nov-24,GRAM PANCHAYAT NANPULALI,Payment Success,150000
57146,Chhattisgarh,Construction of community centers and community halls,WS/MP429/2024-2025/151726,KORBA(Collector-Korba),Jyotsna Charandas Mahant,KORBA,08-May-25,GRAM PANCHAYAT NANPULALI,Payment Success,149837
57147,Assam,Construction of bus-sheds or bus-stops,WS/MP18021/2024-2025/142759,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),RAKIBUL HUSSAIN,DHUBRI,25-Nov-24,Con Wait Shed Birat Nagar Chairali,Payment Success,375000
57148,Assam,Construction of boundary walls of existing public and community buildings,WS/MP18021/2024-2025/142761,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),RAKIBUL HUSSAIN,DHUBRI,25-Nov-24,Con Boun Wal Satduburi RAR Graveyard,Payment Success,375000
57149,West Bengal,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP423/2025-2026/201061,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Shri Abhishek Banerjee,DIAMOND HARBOUR,25-Aug-26,SHREYAN CONSTRUCTION,Payment Success,343748
57150,Assam,Construction of boundary walls of existing public and community buildings,WS/MP18021/2024-2025/142763,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),RAKIBUL HUSSAIN,DHUBRI,25-Nov-24,Con Boun Wal Play Ground near Iddgah,Payment Success,375000
57151,Assam,Construction of boundary walls of existing public and community buildings,WS/MP18021/2024-2025/142763,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),RAKIBUL HUSSAIN,DHUBRI,28-Apr-26,Con Boun Wal Play Ground near Iddgah,Payment Success,125000
57152,West Bengal,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP423/2024-2025/137558,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Shri Abhishek Banerjee,DIAMOND HARBOUR,22-Apr-25,BIKASH ENTERPRISE,Payment Success,299987
57153,Telangana,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18188/2025-2026/222533,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),KONDA VISHWESHWAR REDDY,CHELVELLA,18-May-26,GILLELLA VENKATESHWAR REDDY,Payment Success,498181
57154,Telangana,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18188/2025-2026/222529,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),KONDA VISHWESHWAR REDDY,CHELVELLA,05-Mar-26,GILLELLA VENKATESHWAR REDDY,Payment Success,499564
57155,Telangana,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18188/2025-2026/222531,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),KONDA VISHWESHWAR REDDY,CHELVELLA,05-Mar-26,GILLELLA VENKATESHWAR REDDY,Payment Success,499430
57156,Telangana,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18188/2025-2026/222530,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),KONDA VISHWESHWAR REDDY,CHELVELLA,05-Mar-26,GILLELLA VENKATESHWAR REDDY,Payment Success,499778
57157,Telangana,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18188/2025-2026/222534,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),KONDA VISHWESHWAR REDDY,CHELVELLA,05-Mar-26,GILLELLA VENKATESHWAR REDDY,Payment Success,499728
57158,Telangana,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18188/2025-2026/222532,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),KONDA VISHWESHWAR REDDY,CHELVELLA,05-Mar-26,GILLELLA VENKATESHWAR REDDY,Payment Success,499331
57159,Telangana,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18188/2025-2026/222528,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),KONDA VISHWESHWAR REDDY,CHELVELLA,05-Mar-26,GILLELLA VENKATESHWAR REDDY,Payment Success,499734
57160,Assam,Construction of community centers and community halls,WS/MP18021/2024-2025/142776,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),RAKIBUL HUSSAIN,DHUBRI,25-Nov-24,Con Comm HL Tlpra Wkly Mrkt Nr Mdl Schl,Payment Success,375000
57161,Assam,Construction of community centers and community halls,WS/MP18021/2024-2025/142776,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),RAKIBUL HUSSAIN,DHUBRI,27-Nov-25,Con Comm HL Tlpra Wkly Mrkt Nr Mdl Schl,Payment Success,125000
57162,Assam,Construction of community centers and community halls,WS/MP18021/2024-2025/142774,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),RAKIBUL HUSSAIN,DHUBRI,25-Nov-24,Con of Community Hall at Raniganj,Payment Success,375000
57163,West Bengal,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP423/2025-2026/200516,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Shri Abhishek Banerjee,DIAMOND HARBOUR,07-Feb-26,RANITH ENTERPRISE,Payment Success,134128
57164,West Bengal,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP423/2024-2025/137574,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Shri Abhishek Banerjee,DIAMOND HARBOUR,24-Apr-25,RANITH ENTERPRISE,Payment Success,102092
57165,West Bengal,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP423/2024-2025/137577,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Shri Abhishek Banerjee,DIAMOND HARBOUR,24-Apr-25,RANITH ENTERPRISE,Payment Success,151635
57166,Madhya Pradesh,Construction of common work sheds/ common covered sitting area,WS/MP643/2024-2025/146356,DEWAS(DISTRICT COLLECTOR DEWAS_IDA),Gyaneshwar Patil,KHANDWA,04-Feb-25,Cmo kanatafoad,Payment Success,120000
57167,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18172/2025-2026/225152,Salumbar(DISTRICT COLLECTOR Salumbar_IDA),MANNA LAL RAWAT,UDAIPUR(ST),27-Jul-26,BAYAN CONSTRUCTION,Payment Success,191390
57168,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18172/2025-2026/225152,Salumbar(DISTRICT COLLECTOR Salumbar_IDA),MANNA LAL RAWAT,UDAIPUR(ST),27-Jul-26,BAYAN CONSTRUCTION,Payment Success,99480
57169,Rajasthan,Construction of community centers and community halls,WS/MP18172/2025-2026/212701,Salumbar(DISTRICT COLLECTOR Salumbar_IDA),MANNA LAL RAWAT,UDAIPUR(ST),18-Jun-26,BAYAN CONSTRUCTION,Payment Success,249250
57170,Rajasthan,Construction of community centers and community halls,WS/MP18172/2025-2026/212701,Salumbar(DISTRICT COLLECTOR Salumbar_IDA),MANNA LAL RAWAT,UDAIPUR(ST),26-Feb-26,BAYAN CONSTRUCTION,Payment Success,450000
57171,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18161/2024-2025/138068,ALWAR(DISTRICT COLLECTOR ALWAR_IDA),SANJNA JATAV,BHARATPUR(SC),13-Jan-25,DCS CONTRACTOR,Payment Success,207804
57172,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18161/2024-2025/138068,ALWAR(DISTRICT COLLECTOR ALWAR_IDA),SANJNA JATAV,BHARATPUR(SC),08-Jan-25,DCS CONTRACTOR,Payment Success,266600
57173,Meghalaya,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP18309/2025-2026/195518,WEST GARO HILLS(DEPUTY COMMISSIONER WEST GARO HILLS_IDA),SALENG A SANGMA,TURA,20-Jul-25,KRISTON  A SANGMA,Payment Success,250000
57174,Meghalaya,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP18309/2025-2026/195518,WEST GARO HILLS(DEPUTY COMMISSIONER WEST GARO HILLS_IDA),SALENG A SANGMA,TURA,10-Jun-25,KRISTON  A SANGMA,Payment Success,250000
