state,constituency,mp_name,work_title,completion_date,work_status,house,source_file,election_type
Bihar,Constituency_291,MP_Name_291,BR/304/2022-2023/2645 - Construction of Health facility,2024-11-11,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_327,MP_Name_327,MP/252/2022-2023/2840 - Construction of Drinking Water facility,2023-12-13,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_285,MP_Name_285,WB/789/2021-2022/2602 - Construction of Health facility,2023-07-07,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_484,MP_Name_484,KA/154/2022-2023/3685 - Construction of Health facility,2023-08-23,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_538,MP_Name_538,KA/498/2022-2023/3996 - Construction of Drinking Water facility,2024-03-14,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_408,MP_Name_408,KA/748/2022-2023/3283 - Construction of Education facility,2024-01-11,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_269,MP_Name_269,GJ/723/2022-2023/2520 - Construction of Electricity facility,2023-05-12,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_366,MP_Name_366,TN/516/2023-2024/3029 - Construction of Education facility,2022-03-31,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_347,MP_Name_347,KA/988/2021-2022/2946 - Construction of Sanitation facility,2024-10-05,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_452,MP_Name_452,GJ/187/2023-2024/3514 - Construction of Education facility,2023-02-22,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_84,MP_Name_84,GJ/530/2022-2023/1466 - Construction of Drinking Water facility,2022-09-15,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_250,MP_Name_250,MH/572/2021-2022/2422 - Construction of Health facility,2023-07-07,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_520,MP_Name_520,WB/749/2021-2022/3889 - Construction of Electricity facility,2024-12-30,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_240,MP_Name_240,WB/464/2022-2023/2368 - Construction of Electricity facility,2024-02-22,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_322,MP_Name_322,WB/839/2023-2024/2811 - Construction of Health facility,2023-10-28,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_166,MP_Name_166,DL/973/2022-2023/1932 - Construction of Sanitation facility,2024-12-10,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_122,MP_Name_122,WB/342/2023-2024/1680 - Construction of Health facility,2024-06-25,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_521,MP_Name_521,KA/154/2021-2022/3896 - Construction of Drinking Water facility,2022-03-28,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_80,MP_Name_80,WB/398/2021-2022/1447 - Construction of Electricity facility,2022-12-18,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_385,MP_Name_385,TN/307/2021-2022/3154 - Construction of Drinking Water facility,2021-04-18,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_15,MP_Name_15,WB/606/2022-2023/1076 - Construction of Health facility,2023-06-01,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_452,MP_Name_452,GJ/396/2023-2024/3517 - Construction of Roads facility,2022-09-01,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_49,MP_Name_49,MH/508/2022-2023/1270 - Construction of Sanitation facility,2023-06-20,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_163,MP_Name_163,GJ/469/2021-2022/1908 - Construction of Electricity facility,2024-09-27,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_148,MP_Name_148,KA/903/2021-2022/1819 - Construction of Sanitation facility,2024-02-27,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_322,MP_Name_322,WB/452/2023-2024/2812 - Construction of Education facility,2021-01-06,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_289,MP_Name_289,DL/243/2023-2024/2634 - Construction of Electricity facility,2023-07-04,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_226,MP_Name_226,GJ/322/2022-2023/2291 - Construction of Roads facility,2022-02-20,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_326,MP_Name_326,TN/915/2022-2023/2836 - Construction of Sanitation facility,2023-02-23,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_535,MP_Name_535,TN/991/2023-2024/3980 - Construction of Electricity facility,2021-07-30,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_536,MP_Name_536,GJ/883/2021-2022/3984 - Construction of Drinking Water facility,2023-08-22,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_508,MP_Name_508,WB/661/2021-2022/3823 - Construction of Drinking Water facility,2021-12-18,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_221,MP_Name_221,BR/360/2023-2024/2270 - Construction of Education facility,2021-05-15,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_543,MP_Name_543,MH/979/2022-2023/4031 - Construction of Electricity facility,2023-05-24,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_523,MP_Name_523,MP/973/2023-2024/3909 - Construction of Drinking Water facility,2022-06-25,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_259,MP_Name_259,MH/108/2021-2022/2469 - Construction of Electricity facility,2023-04-10,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_508,MP_Name_508,WB/615/2022-2023/3826 - Construction of Sanitation facility,2022-09-03,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_192,MP_Name_192,GJ/669/2021-2022/2083 - Construction of Education facility,2024-06-15,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_58,MP_Name_58,MH/418/2023-2024/1322 - Construction of Roads facility,2024-02-13,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_150,MP_Name_150,WB/167/2023-2024/1829 - Construction of Sanitation facility,2023-12-28,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_182,MP_Name_182,TN/472/2021-2022/2021 - Construction of Health facility,2024-03-12,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_181,MP_Name_181,MH/964/2023-2024/2019 - Construction of Health facility,2024-09-26,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_307,MP_Name_307,MP/355/2022-2023/2719 - Construction of Education facility,2023-09-16,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_517,MP_Name_517,RJ/700/2021-2022/3867 - Construction of Education facility,2024-06-17,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_14,MP_Name_14,UP/410/2021-2022/1068 - Construction of Drinking Water facility,2024-09-13,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_69,MP_Name_69,BR/670/2023-2024/1383 - Construction of Education facility,2024-01-13,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_528,MP_Name_528,MP/903/2021-2022/3938 - Construction of Health facility,2022-11-22,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_510,MP_Name_510,WB/443/2022-2023/3834 - Construction of Education facility,2021-06-03,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_25,MP_Name_25,GJ/541/2023-2024/1132 - Construction of Electricity facility,2022-05-05,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_187,MP_Name_187,GJ/877/2023-2024/2052 - Construction of Drinking Water facility,2022-09-19,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_171,MP_Name_171,UP/885/2021-2022/1961 - Construction of Roads facility,2021-04-08,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_426,MP_Name_426,UP/389/2021-2022/3371 - Construction of Roads facility,2021-11-24,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_483,MP_Name_483,TN/246/2023-2024/3679 - Construction of Sanitation facility,2023-09-09,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_384,MP_Name_384,KA/660/2023-2024/3146 - Construction of Sanitation facility,2022-08-24,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_144,MP_Name_144,UP/240/2021-2022/1796 - Construction of Roads facility,2022-03-13,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_371,MP_Name_371,MP/814/2022-2023/3059 - Construction of Roads facility,2021-03-31,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_157,MP_Name_157,MP/648/2022-2023/1876 - Construction of Health facility,2021-05-31,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_538,MP_Name_538,KA/836/2023-2024/4000 - Construction of Health facility,2021-05-31,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_432,MP_Name_432,KA/518/2022-2023/3406 - Construction of Drinking Water facility,2023-04-21,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_283,MP_Name_283,WB/625/2023-2024/2594 - Construction of Education facility,2021-04-16,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_323,MP_Name_323,UP/287/2021-2022/2816 - Construction of Sanitation facility,2021-06-25,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_281,MP_Name_281,WB/943/2022-2023/2582 - Construction of Drinking Water facility,2024-02-18,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_71,MP_Name_71,KA/484/2022-2023/1401 - Construction of Drinking Water facility,2022-12-03,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_60,MP_Name_60,KA/670/2022-2023/1336 - Construction of Drinking Water facility,2024-06-25,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_180,MP_Name_180,WB/513/2023-2024/2011 - Construction of Sanitation facility,2022-03-12,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_332,MP_Name_332,RJ/377/2022-2023/2867 - Construction of Sanitation facility,2022-10-31,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_394,MP_Name_394,TN/865/2023-2024/3203 - Construction of Drinking Water facility,2022-07-16,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_525,MP_Name_525,BR/659/2021-2022/3920 - Construction of Health facility,2024-03-03,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_96,MP_Name_96,UP/974/2023-2024/1534 - Construction of Health facility,2022-07-25,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_17,MP_Name_17,WB/374/2023-2024/1092 - Construction of Electricity facility,2024-06-29,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_416,MP_Name_416,GJ/928/2023-2024/3313 - Construction of Roads facility,2022-06-22,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_50,MP_Name_50,MP/961/2022-2023/1279 - Construction of Health facility,2022-11-01,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_3,MP_Name_3,KA/582/2021-2022/1021 - Construction of Roads facility,2023-12-21,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_83,MP_Name_83,MH/482/2022-2023/1462 - Construction of Health facility,2024-06-01,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_473,MP_Name_473,KA/720/2021-2022/3630 - Construction of Sanitation facility,2024-01-22,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_150,MP_Name_150,WB/352/2021-2022/1828 - Construction of Health facility,2021-05-23,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_323,MP_Name_323,UP/164/2021-2022/2815 - Construction of Electricity facility,2021-03-27,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_285,MP_Name_285,WB/444/2021-2022/2605 - Construction of Electricity facility,2023-12-01,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_84,MP_Name_84,GJ/225/2022-2023/1467 - Construction of Education facility,2024-09-21,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_72,MP_Name_72,WB/136/2022-2023/1405 - Construction of Roads facility,2021-04-06,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_141,MP_Name_141,WB/404/2021-2022/1779 - Construction of Health facility,2022-12-03,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_132,MP_Name_132,KA/216/2021-2022/1729 - Construction of Education facility,2023-03-15,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_319,MP_Name_319,BR/942/2022-2023/2791 - Construction of Education facility,2023-03-29,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_101,MP_Name_101,UP/849/2021-2022/1561 - Construction of Education facility,2023-06-17,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_328,MP_Name_328,TN/841/2021-2022/2846 - Construction of Education facility,2023-10-13,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_424,MP_Name_424,KA/294/2023-2024/3358 - Construction of Drinking Water facility,2021-03-22,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_144,MP_Name_144,UP/691/2022-2023/1798 - Construction of Education facility,2023-05-13,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_38,MP_Name_38,TN/768/2021-2022/1202 - Construction of Education facility,2021-11-07,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_266,MP_Name_266,DL/587/2023-2024/2500 - Construction of Electricity facility,2022-12-05,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_140,MP_Name_140,GJ/594/2021-2022/1772 - Construction of Drinking Water facility,2023-12-20,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_102,MP_Name_102,MH/173/2021-2022/1566 - Construction of Roads facility,2022-11-06,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_342,MP_Name_342,KA/414/2023-2024/2918 - Construction of Education facility,2023-11-08,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_90,MP_Name_90,TN/816/2022-2023/1496 - Construction of Electricity facility,2021-10-13,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_66,MP_Name_66,RJ/923/2023-2024/1365 - Construction of Electricity facility,2021-01-30,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_157,MP_Name_157,MP/729/2022-2023/1871 - Construction of Health facility,2021-03-09,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_214,MP_Name_214,BR/975/2022-2023/2229 - Construction of Drinking Water facility,2022-09-26,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_111,MP_Name_111,MP/494/2023-2024/1617 - Construction of Roads facility,2021-01-09,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_162,MP_Name_162,MP/991/2023-2024/1902 - Construction of Roads facility,2023-06-28,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_395,MP_Name_395,WB/131/2021-2022/3207 - Construction of Roads facility,2024-10-20,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_329,MP_Name_329,GJ/832/2021-2022/2853 - Construction of Health facility,2023-08-19,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_208,MP_Name_208,RJ/544/2023-2024/2186 - Construction of Drinking Water facility,2023-04-29,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_38,MP_Name_38,TN/447/2023-2024/1207 - Construction of Health facility,2021-12-16,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_133,MP_Name_133,UP/765/2021-2022/1739 - Construction of Roads facility,2024-10-09,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_433,MP_Name_433,DL/465/2021-2022/3414 - Construction of Drinking Water facility,2021-12-15,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_46,MP_Name_46,BR/275/2021-2022/1249 - Construction of Health facility,2021-04-11,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_37,MP_Name_37,KA/717/2022-2023/1196 - Construction of Sanitation facility,2023-01-03,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_499,MP_Name_499,RJ/225/2022-2023/3771 - Construction of Roads facility,2022-10-12,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_38,MP_Name_38,TN/558/2021-2022/1206 - Construction of Electricity facility,2022-04-01,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_244,MP_Name_244,MP/566/2023-2024/2394 - Construction of Electricity facility,2022-08-10,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_109,MP_Name_109,WB/418/2023-2024/1605 - Construction of Electricity facility,2024-05-25,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_371,MP_Name_371,MP/183/2022-2023/3056 - Construction of Education facility,2024-06-03,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_141,MP_Name_141,WB/211/2022-2023/1774 - Construction of Drinking Water facility,2023-09-02,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_99,MP_Name_99,UP/830/2022-2023/1549 - Construction of Education facility,2023-02-26,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_430,MP_Name_430,TN/254/2023-2024/3388 - Construction of Education facility,2022-07-15,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_528,MP_Name_528,MP/208/2023-2024/3939 - Construction of Health facility,2021-12-03,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_52,MP_Name_52,UP/864/2023-2024/1285 - Construction of Roads facility,2024-02-27,Completed,Lok Sabha,Works Completed_2024.csv,
