project_id,work_title,work_category,state,district,constituency,mp_name,house,recommended_date,sanction_date,sanction_amount,work_status,total_expenditure,transaction_count,primary_vendor,is_completed,completion_date,project_name,delay_days,delay_days_filled,completion_duration_days,utilisation_percentage,expenditure_to_sanction_ratio,log_sanction_amount,log_expenditure,peer_median_sanction,peer_mean_sanction,peer_p90_sanction,peer_median_delay,peer_p90_delay,peer_median_util,peer_project_count,peer_sanction_percentile,peer_dev_ratio,anomaly_pred,anomaly_score,anomaly_flag,risk_level,priority_score,priority_rank,primary_reason,primary_type,anomaly_reasons_json
WB/393/2023-2024/50531,WB/393/2023-2024/50531 - Construction of Education facility,Electricity,West Bengal,District_D,Constituency_95,MP_Name_95,Rajya Sabha,,2023-08-02,438451,Sanctioned,327654.0,1,Rural Works Dept,0,,2024/50531 - Construction of Education facility,,,,74.73,0.7473,5.641922055453105,5.515416799656238,1209789.5,1150222.711111111,1751913.6000000003,,,59.08,90,2.2,0.13431077040947537,-1,-0.0052,True,LOW,19,182,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0052""}]"
UP/500/2023-2024/50533,UP/500/2023-2024/50533 - Construction of Drinking Water facility,Electricity,Uttar Pradesh,District_D,Constituency_96,MP_Name_96,Rajya Sabha,,2023-05-10,586113,Sanctioned,1467522.0,4,XYZ Builders,0,,2024/50533 - Construction of Drinking Water facility,,,,250.38,2.5038,5.767982095123524,6.166584916525995,1034349.5,1085939.6785714286,1610759.0,,,62.375,56,16.1,0.19497167639118868,-1,-0.0254,True,MEDIUM,47,88,Cumulative expenditure exceeds original sanctioned allocation by 150.4%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 150.4%."", ""evidence"": ""Disbursed \u20b91,467,522 against Sanction \u20b9586,113""}]"
GJ/410/2021-2022/50537,GJ/410/2021-2022/50537 - Construction of Electricity facility,Electricity,Gujarat,District_C,Constituency_97,MP_Name_97,Rajya Sabha,,2022-05-29,460333,Sanctioned,1303894.0,3,Shree Constructions,0,,2022/50537 - Construction of Electricity facility,,,,283.25,2.8325,5.66307305281504,6.1152426199567715,1059590.0,1078135.5154639175,1626696.0000000002,,,58.03,97,1.0,0.15668373600192353,-1,-0.0547,True,HIGH,56,48,Cumulative expenditure exceeds original sanctioned allocation by 183.2%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 183.2%."", ""evidence"": ""Disbursed \u20b91,303,894 against Sanction \u20b9460,333""}]"
UP/724/2023-2024/50564,UP/724/2023-2024/50564 - Construction of Drinking Water facility,Sanitation,Uttar Pradesh,District_B,Constituency_101,MP_Name_101,Rajya Sabha,,2022-02-10,478678,Sanctioned,1648615.0,4,XYZ Builders,0,,2024/50564 - Construction of Drinking Water facility,,,,344.41,3.4441,5.680044375081339,6.217119510403954,1246477.0,1155937.3684210526,1774689.2,,,55.57,57,5.3,0.14114385190859116,-1,-0.101,True,CRITICAL,70,6,Cumulative expenditure exceeds original sanctioned allocation by 244.4%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 244.4%."", ""evidence"": ""Disbursed \u20b91,648,615 against Sanction \u20b9478,678""}]"
BR/676/2022-2023/50592,BR/676/2022-2023/50592 - Construction of Electricity facility,Health,Bihar,District_D,Constituency_105,MP_Name_105,Rajya Sabha,,2024-06-29,473036,Sanctioned,78568.0,1,Rural Works Dept,0,,2023/50592 - Construction of Electricity facility,,,,16.61,0.1661,5.674895111704779,4.895251225624904,1149225.0,1148826.1129032257,1635778.9,,,63.06999999999999,62,6.5,0.14971566267003567,-1,-0.0128,True,LOW,40,129,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0128""}]"
MH/275/2023-2024/50598,MH/275/2023-2024/50598 - Construction of Sanitation facility,Education,Maharashtra,District_E,Constituency_107,MP_Name_107,Rajya Sabha,,2021-03-26,412977,Sanctioned,873617.0,2,Shree Constructions,0,,2024/50598 - Construction of Sanitation facility,,,,211.54,2.1154,5.615926916709455,5.94132157364379,1123300.0,1097857.8,1761580.4000000001,,,71.08,65,1.5,0.13597376978394693,-1,-0.0294,True,MEDIUM,45,96,Cumulative expenditure exceeds original sanctioned allocation by 111.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 111.5%."", ""evidence"": ""Disbursed \u20b9873,617 against Sanction \u20b9412,977""}]"
DL/948/2023-2024/50608,DL/948/2023-2024/50608 - Construction of Health facility,Roads,Delhi,District_B,Constituency_109,MP_Name_109,Rajya Sabha,,2021-09-16,405881,Sanctioned,540040.0,2,XYZ Builders,0,,2024/50608 - Construction of Health facility,,,,133.05,1.3305,5.608399791711442,5.732426732781896,1203218.0,1154118.7826086956,1651797.0,,,49.51,69,1.4,0.12623844464808687,-1,-0.0377,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 33.1%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 33.1%."", ""evidence"": ""Disbursed \u20b9540,040 against Sanction \u20b9405,881""}]"
MH/121/2021-2022/50614,MH/121/2021-2022/50614 - Construction of Roads facility,Sanitation,Maharashtra,District_A,Constituency_110,MP_Name_110,Rajya Sabha,,2021-02-04,433113,Sanctioned,60791.0,1,Global Infra Ltd,0,,2022/50614 - Construction of Roads facility,,,,14.04,0.1404,5.636602222114692,4.783846431502154,1174537.0,1165812.3373493976,1723554.8,,,54.95,83,4.8,0.1363248024756219,-1,-0.0456,True,HIGH,61,38,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0456""}]"
MP/517/2023-2024/50711,MP/517/2023-2024/50711 - Construction of Roads facility,Drinking Water,Madhya Pradesh,District_C,Constituency_132,MP_Name_132,Rajya Sabha,,2021-09-05,460928,Sanctioned,1172245.0,3,State PWD,0,,2024/50711 - Construction of Roads facility,,,,254.32,2.5432,5.663634033235749,6.06901875949074,1119393.0,1130351.2318840579,1716906.4,,,58.86,69,4.3,0.14976272447189184,-1,-0.0173,True,MEDIUM,45,96,Cumulative expenditure exceeds original sanctioned allocation by 154.3%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 154.3%."", ""evidence"": ""Disbursed \u20b91,172,245 against Sanction \u20b9460,928""}]"
KA/166/2023-2024/50731,KA/166/2023-2024/50731 - Construction of Roads facility,Roads,Karnataka,District_A,Constituency_136,MP_Name_136,Rajya Sabha,,2021-05-28,413474,Sanctioned,689546.0,3,XYZ Builders,0,,2024/50731 - Construction of Roads facility,,,,166.77,1.6677,5.616449255870969,5.83856387333274,1109108.0,1150782.177777778,1788291.5,,,57.545,90,1.1,0.13760685337639322,-1,-0.0147,True,MEDIUM,44,107,Cumulative expenditure exceeds original sanctioned allocation by 66.8%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 66.8%."", ""evidence"": ""Disbursed \u20b9689,546 against Sanction \u20b9413,474""}]"
KA/513/2023-2024/50764,KA/513/2023-2024/50764 - Construction of Health facility,Education,Karnataka,District_B,Constituency_141,MP_Name_141,Rajya Sabha,,2021-03-01,595572,Sanctioned,1444831.0,4,XYZ Builders,0,,2024/50764 - Construction of Health facility,,,,242.6,2.426,5.774935001006259,6.159817351788313,1115974.5,1066324.1860465116,1691815.0,,,59.34,86,17.4,0.1857344316327084,-1,-0.0138,True,MEDIUM,47,88,Cumulative expenditure exceeds original sanctioned allocation by 142.6%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 142.6%."", ""evidence"": ""Disbursed \u20b91,444,831 against Sanction \u20b9595,572""}]"
MH/225/2022-2023/50769,MH/225/2022-2023/50769 - Construction of Health facility,Sanitation,Maharashtra,District_C,Constituency_142,MP_Name_142,Rajya Sabha,,2022-06-08,400864,Sanctioned,450314.0,2,Shree Constructions,0,,2023/50769 - Construction of Health facility,,,,112.34,1.1234,5.60299813913796,5.6535164135601566,1174537.0,1165812.3373493976,1723554.8,,,54.95,83,1.2,0.12752441442966783,-1,-0.0368,True,HIGH,40,129,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0368""}]"
GJ/129/2022-2023/50772,GJ/129/2022-2023/50772 - Construction of Drinking Water facility,Roads,Gujarat,District_E,Constituency_143,MP_Name_143,Rajya Sabha,,2024-01-26,425193,Sanctioned,469086.0,4,XYZ Builders,0,,2023/50772 - Construction of Drinking Water facility,,,,110.32,1.1032,5.628587127475726,5.671253397333224,1174136.5,1153484.2125,1739495.5,,,62.665,80,3.8,0.1342193589467881,-1,-0.0025,True,LOW,19,182,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0025""}]"
RJ/828/2021-2022/50870,RJ/828/2021-2022/50870 - Construction of Sanitation facility,Sanitation,Rajasthan,District_C,Constituency_160,MP_Name_160,Rajya Sabha,,2021-12-02,468461,Sanctioned,1481504.0,4,Rural Works Dept,0,,2022/50870 - Construction of Sanitation facility,,,,316.25,3.1625,5.670674368202165,6.170703121539152,1001771.0,1060422.2727272727,1736654.6,,,69.19,55,9.1,0.16661741579317133,-1,-0.0808,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 216.2%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 216.2%."", ""evidence"": ""Disbursed \u20b91,481,504 against Sanction \u20b9468,461""}]"
TN/625/2021-2022/50883,TN/625/2021-2022/50883 - Construction of Health facility,Electricity,Tamil Nadu,District_D,Constituency_162,MP_Name_162,Rajya Sabha,,2023-07-03,448683,Sanctioned,1555125.0,4,Rural Works Dept,0,,2022/50883 - Construction of Health facility,,,,346.6,3.466,5.651940582937121,6.191765582358253,1095120.0,1134157.593220339,1665449.0,,,65.6,59,1.7,0.14913017005465132,-1,-0.0816,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 246.6%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 246.6%."", ""evidence"": ""Disbursed \u20b91,555,125 against Sanction \u20b9448,683""}]"
WB/302/2023-2024/50904,WB/302/2023-2024/50904 - Construction of Roads facility,Electricity,West Bengal,District_B,Constituency_166,MP_Name_166,Rajya Sabha,,2022-12-11,459289,Sanctioned,1287586.0,3,XYZ Builders,0,,2024/50904 - Construction of Roads facility,,,,280.34,2.8034,5.662086989741682,6.109776583222674,1209789.5,1150222.711111111,1751913.6000000003,,,59.08,90,4.4,0.13976695201081496,-1,-0.058,True,HIGH,56,48,Cumulative expenditure exceeds original sanctioned allocation by 180.3%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 180.3%."", ""evidence"": ""Disbursed \u20b91,287,586 against Sanction \u20b9459,289""}]"
WB/625/2023-2024/50905,WB/625/2023-2024/50905 - Construction of Sanitation facility,Drinking Water,West Bengal,District_C,Constituency_166,MP_Name_166,Rajya Sabha,,2024-09-16,410561,Sanctioned,834514.0,4,XYZ Builders,0,,2024/50905 - Construction of Sanitation facility,,,,203.26,2.0326,5.613378750309722,5.9214341473168615,1144954.0,1149505.6941176471,1690811.2000000002,,,55.76,85,1.2,0.133086164726901,-1,-0.0266,True,MEDIUM,44,107,Cumulative expenditure exceeds original sanctioned allocation by 103.3%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 103.3%."", ""evidence"": ""Disbursed \u20b9834,514 against Sanction \u20b9410,561""}]"
BR/199/2023-2024/50922,BR/199/2023-2024/50922 - Construction of Sanitation facility,Roads,Bihar,District_D,Constituency_170,MP_Name_170,Rajya Sabha,,2021-11-10,411831,Sanctioned,116519.0,2,National Infra Corp,0,,2024/50922 - Construction of Sanitation facility,,,,28.29,0.2829,5.614720088963608,5.066400475955629,1046131.0,1098460.1886792453,1699620.6,,,59.69,53,5.7,0.14416013303914033,-1,-0.0414,True,HIGH,40,129,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0414""}]"
RJ/610/2022-2023/50950,RJ/610/2022-2023/50950 - Construction of Roads facility,Roads,Rajasthan,District_C,Constituency_176,MP_Name_176,Rajya Sabha,,2022-05-07,490208,Sanctioned,1264895.0,4,State PWD,0,,2023/50950 - Construction of Roads facility,,,,258.03,2.5803,5.690381280425762,6.102054819201267,1177436.0,1119320.253968254,1741010.2,,,56.26,63,9.5,0.15116603506644893,-1,-0.0273,True,MEDIUM,46,92,Cumulative expenditure exceeds original sanctioned allocation by 158.0%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 158.0%."", ""evidence"": ""Disbursed \u20b91,264,895 against Sanction \u20b9490,208""}]"
DL/925/2021-2022/50953,DL/925/2021-2022/50953 - Construction of Drinking Water facility,Health,Delhi,District_D,Constituency_177,MP_Name_177,Rajya Sabha,,2023-05-20,523980,Sanctioned,1414951.0,4,Rural Works Dept,0,,2022/50953 - Construction of Drinking Water facility,,,,270.04,2.7004,5.719315539379224,6.150741707359452,1200307.0,1168382.2328767122,1724748.5999999999,,,46.77,73,11.0,0.1573172150722498,-1,-0.0531,True,HIGH,57,42,Cumulative expenditure exceeds original sanctioned allocation by 170.0%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 170.0%."", ""evidence"": ""Disbursed \u20b91,414,951 against Sanction \u20b9523,980""}]"
KA/581/2023-2024/50964,KA/581/2023-2024/50964 - Construction of Roads facility,Health,Karnataka,District_B,Constituency_179,MP_Name_179,Rajya Sabha,,2023-12-03,410092,Sanctioned,918623.0,4,XYZ Builders,0,,2024/50964 - Construction of Roads facility,,,,224.0,2.24,5.612882356248424,5.963137787621648,1217935.5,1174330.891304348,1746386.7,,,54.315,92,2.2,0.12603744721187796,-1,-0.056,True,HIGH,56,48,Cumulative expenditure exceeds original sanctioned allocation by 124.0%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 124.0%."", ""evidence"": ""Disbursed \u20b9918,623 against Sanction \u20b9410,092""}]"
RJ/171/2023-2024/50987,RJ/171/2023-2024/50987 - Construction of Electricity facility,Drinking Water,Rajasthan,District_A,Constituency_182,MP_Name_182,Rajya Sabha,,2024-04-04,425403,Sanctioned,464814.0,2,Global Infra Ltd,0,,2024/50987 - Construction of Electricity facility,,,,109.26,1.0926,5.628801569181568,5.667280134683725,1279406.0,1247978.641025641,1831759.4,,,50.394999999999996,78,2.6,0.12466734634571684,-1,-0.0227,True,MEDIUM,29,171,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0227""}]"
GJ/727/2023-2024/51020,GJ/727/2023-2024/51020 - Construction of Roads facility,Sanitation,Gujarat,District_D,Constituency_188,MP_Name_188,Rajya Sabha,,2023-02-27,455372,Sanctioned,1126659.0,4,State PWD,0,,2024/51020 - Construction of Roads facility,,,,247.42,2.4742,5.658367276831095,6.0517928757605555,979455.0,1052094.5256410257,1736256.3999999997,,,60.33,78,10.3,0.1658150528613655,-1,-0.0243,True,MEDIUM,45,96,Cumulative expenditure exceeds original sanctioned allocation by 147.4%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 147.4%."", ""evidence"": ""Disbursed \u20b91,126,659 against Sanction \u20b9455,372""}]"
BR/408/2023-2024/51031,BR/408/2023-2024/51031 - Construction of Education facility,Roads,Bihar,District_D,Constituency_190,MP_Name_190,Rajya Sabha,,2024-06-14,409728,Sanctioned,1249698.0,4,State PWD,0,,2024/51031 - Construction of Education facility,,,,305.01,3.0501,5.612496703748733,6.0968054223035875,1046131.0,1098460.1886792453,1699620.6,,,59.69,53,3.8,0.14353324384174285,-1,-0.0935,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 205.0%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 205.0%."", ""evidence"": ""Disbursed \u20b91,249,698 against Sanction \u20b9409,728""}]"
UP/848/2022-2023/51063,UP/848/2022-2023/51063 - Construction of Electricity facility,Drinking Water,Uttar Pradesh,District_C,Constituency_196,MP_Name_196,Rajya Sabha,,2024-08-24,464553,Sanctioned,1286237.0,4,State PWD,0,,2023/51063 - Construction of Electricity facility,,,,276.88,2.7688,5.667036203881737,6.109321336024644,1216778.0,1192553.5,1772002.4000000001,,,52.875,50,6.0,0.14044187163416905,-1,-0.0559,True,HIGH,56,48,Cumulative expenditure exceeds original sanctioned allocation by 176.9%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 176.9%."", ""evidence"": ""Disbursed \u20b91,286,237 against Sanction \u20b9464,553""}]"
GJ/721/2021-2022/51106,GJ/721/2021-2022/51106 - Construction of Sanitation facility,Education,Gujarat,District_C,Constituency_205,MP_Name_205,Rajya Sabha,,2021-12-15,415605,Sanctioned,1500005.0,4,National Infra Corp,1,2023-05-03,2022/51106 - Construction of Sanitation facility,,,504.0,360.92,3.6092,5.618681808731343,6.1760929962301345,1148461.0,1111989.7101449275,1672431.4,,,58.21,69,1.4,0.13413882354498435,-1,-0.1006,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 260.9%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 260.9%."", ""evidence"": ""Disbursed \u20b91,500,005 against Sanction \u20b9415,605""}]"
UP/973/2021-2022/51211,UP/973/2021-2022/51211 - Construction of Sanitation facility,Roads,Uttar Pradesh,District_D,Constituency_224,MP_Name_224,Rajya Sabha,,2022-10-26,488502,Sanctioned,1316650.0,3,XYZ Builders,1,2022-02-02,2022/51211 - Construction of Sanitation facility,,,,269.53,2.6953,5.6888672351570335,6.119470673321459,1096583.0,1086257.2631578948,1739773.2,,,65.94,57,8.8,0.16001104730814011,-1,-0.0438,True,HIGH,56,48,Cumulative expenditure exceeds original sanctioned allocation by 169.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 169.5%."", ""evidence"": ""Disbursed \u20b91,316,650 against Sanction \u20b9488,502""}]"
MH/101/2022-2023/51313,MH/101/2022-2023/51313 - Construction of Electricity facility,Roads,Maharashtra,District_B,Constituency_242,MP_Name_242,Rajya Sabha,,2022-10-07,440180,Sanctioned,1009905.0,4,XYZ Builders,1,2024-03-28,2023/51313 - Construction of Electricity facility,,,538.0,229.43,2.2943,5.643631292707925,6.004280952415185,1223821.0,1173056.111111111,1817929.7,,,49.355000000000004,72,4.2,0.13343568180369494,-1,-0.0138,True,MEDIUM,44,107,Cumulative expenditure exceeds original sanctioned allocation by 129.4%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 129.4%."", ""evidence"": ""Disbursed \u20b91,009,905 against Sanction \u20b9440,180""}]"
MH/691/2023-2024/51090,MH/691/2023-2024/51090 - Construction of Health facility,Electricity,Maharashtra,District_C,Constituency_201,MP_Name_201,Rajya Sabha,,2024-01-09,455056,Sanctioned,1421658.0,4,XYZ Builders,0,,2024/51090 - Construction of Health facility,,,,312.41,3.1241,5.65806579937145,6.1527954387440165,996999.0,1081489.2647058824,1706890.8000000003,,,75.50999999999999,68,8.8,0.1632883438909248,-1,-0.0799,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 212.4%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 212.4%."", ""evidence"": ""Disbursed \u20b91,421,658 against Sanction \u20b9455,056""}]"
MH/862/2023-2024/51093,MH/862/2023-2024/51093 - Construction of Sanitation facility,Electricity,Maharashtra,District_E,Constituency_201,MP_Name_201,Rajya Sabha,,2021-06-10,1879764,Sanctioned,1102536.0,4,State PWD,0,,2024/51093 - Construction of Sanitation facility,,,,58.65,0.5865,6.274103559060234,6.042393172857517,996999.0,1081489.2647058824,1706890.8000000003,,,75.50999999999999,68,100.0,0.4602093616230283,-1,-0.0237,True,MEDIUM,44,107,Sanction amount is higher than 100.0% of comparable Electricity projects in Maharashtra.,HIGH_SANCTION_OUTLIER,"[{""type"": ""HIGH_SANCTION_OUTLIER"", ""feature"": ""sanction_amount"", ""severity"": ""CRITICAL"", ""message"": ""Sanction amount is higher than 100.0% of comparable Electricity projects in Maharashtra."", ""evidence"": ""Project: \u20b91,879,764 | Peer Group Median: \u20b9996,999""}]"
MH/431/2022-2023/51114,MH/431/2022-2023/51114 - Construction of Electricity facility,Education,Maharashtra,District_A,Constituency_206,MP_Name_206,Rajya Sabha,,2021-01-16,541335,Sanctioned,1239652.0,4,XYZ Builders,0,,2023/51114 - Construction of Electricity facility,,,,229.0,2.29,5.733466909561909,6.09330013574689,1123300.0,1097857.8,1761580.4000000001,,,71.08,65,10.8,0.1708232628242648,-1,-0.0027,True,LOW,35,146,Cumulative expenditure exceeds original sanctioned allocation by 129.0%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 129.0%."", ""evidence"": ""Disbursed \u20b91,239,652 against Sanction \u20b9541,335""}]"
BR/572/2022-2023/51155,BR/572/2022-2023/51155 - Construction of Sanitation facility,Drinking Water,Bihar,District_B,Constituency_214,MP_Name_214,Rajya Sabha,,2022-12-20,420215,Sanctioned,65427.0,1,Global Infra Ltd,0,,2023/51155 - Construction of Sanitation facility,,,,15.57,0.1557,5.623472584432191,4.815763645008142,1198118.0,1118497.014925373,1647079.6,,,70.24,67,3.0,0.13056829720567775,-1,-0.0635,True,CRITICAL,73,5,Utilisation rate of 15.57% is substantially lower than peer median (70.2%).,LOW_UTILISATION,"[{""type"": ""LOW_UTILISATION"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Utilisation rate of 15.57% is substantially lower than peer median (70.2%)."", ""evidence"": ""Disbursed: \u20b965,427 vs Sanctioned: \u20b9420,215""}]"
UP/321/2023-2024/51167,UP/321/2023-2024/51167 - Construction of Sanitation facility,Drinking Water,Uttar Pradesh,District_A,Constituency_215,MP_Name_215,Rajya Sabha,,2022-08-04,453190,Sanctioned,1452456.0,4,XYZ Builders,0,,2024/51167 - Construction of Sanitation facility,,,,320.5,3.205,5.656281276546284,6.162103283961404,1216778.0,1192553.5,1772002.4000000001,,,52.875,50,4.0,0.13749680041906678,-1,-0.0845,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 220.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 220.5%."", ""evidence"": ""Disbursed \u20b91,452,456 against Sanction \u20b9453,190""}]"
